Subject_Initials,Session_Number,Counterbalance_Order,Mouse/Touchscreen,Task,Run,Trial,Attempted_Trial,Number_of_Fixations,Fixation_1,Fixation_2,Fixation_3,Condition_Number,Horizontal/Vertical_Saccade,Saccade_Directions,Spatiotopic_Zone,Retinotopic_Zone,Correct_X,Correct_Y,Response_X,Response_Y,Error_X,Error_Y,Error_Dist,RT,True_Eccentricity,Measured_Eccentricity,PPD,initTrial,initCue,initFix1,initFixing1,initFix2,initFixing2,initFix3,initFixing3,initResp,sacLat1,sacLat2,sacLat3,errorCut_big_error_lag,initMask,saccade_condition
cp,4,1,M,S,3,26,30,2,4,3,0,3,2,1,5,4,659.06,514.38,671.77,542.15,12.7085,27.7653,30.5355,1.1428,153.3575,169.0224,21.27,195.8354,196.552,196.7518,196.7573,197.2517,197.4754,NA,NA,198.3347,0.0054,0.2236,NA,0,NA,1
cp,4,1,M,S,3,27,31,2,2,4,0,2,1,4,5,8,616.17,528.68,581.05,545.04,-35.1142,16.3573,38.7371,0.9175,171.8613,193.9515,21.27,202.8499,203.6162,203.8163,203.8225,204.3161,204.5011,NA,NA,205.3658,0.006,0.1849,NA,0,NA,1
cp,4,1,M,S,3,28,32,3,4,3,4,5,2,12,5,5,620.94,538.21,634.74,542.7,13.8071,4.485,14.5173,0.9057,162.531,148.6031,21.27,209.6644,210.4972,210.6972,210.7028,211.197,211.44,212.28,212.4847,213.3463,0.0055,0.2429,0.2045,0,NA,2 return
cp,4,1,M,S,3,29,33,3,3,1,3,5,1,34,5,5,630.47,519.15,665.57,506.92,35.1028,-12.2275,37.1714,0.8816,176.2055,143.4635,21.27,217.6283,218.2949,218.4948,218.5005,218.9945,219.2488,220.0941,220.3365,221.2104,0.0057,0.2541,0.2423,0,NA,2 return
cp,4,1,M,S,3,30,34,1,1,0,0,1,0,0,5,5,651.92,542.98,639.54,545.39,-12.3726,2.414,12.6059,1.193,195.1998,189.2121,21.27,225.4923,226.2089,226.4089,226.4147,NA,NA,NA,NA,226.9252,0.0057,NA,NA,0,NA,0
cp,4,1,M,S,3,31,36,2,3,1,0,2,1,3,5,2,616.17,545.36,640.54,534.33,24.3741,-11.0355,26.7559,1.0754,175.8557,181.2298,21.27,234.0063,234.6894,234.8894,234.895,235.3892,235.6099,NA,NA,236.4722,0.0055,0.2206,NA,0,NA,1
cp,4,1,M,S,3,32,37,3,4,2,4,5,1,34,5,5,670.98,519.15,654.68,548.04,-16.3047,28.8897,33.1732,1.0439,138.4689,129.4254,21.27,240.9372,241.687,241.8871,241.893,242.3869,242.5913,243.4366,243.6571,244.5195,0.0058,0.2042,0.2203,0,NA,2 return
cp,4,1,M,S,3,33,38,2,3,1,0,2,1,3,5,2,668.6,528.68,700.94,528.39,32.344,-0.2951,32.3454,1.1661,196.5994,221.3345,21.27,248.9515,249.6178,249.8176,249.8261,250.3175,250.5048,NA,NA,251.3672,0.0083,0.187,NA,0,NA,1
cp,4,1,M,S,3,34,39,1,3,0,0,1,0,0,5,5,666.21,521.53,681.11,514.28,14.8912,-7.2551,16.5646,1.2021,154.685,140.3397,21.27,255.9323,256.632,256.832,256.8378,NA,NA,NA,NA,257.3485,0.0056,NA,NA,0,NA,0
cp,4,1,M,S,3,35,41,3,3,4,3,5,2,21,5,5,642.38,485.79,680.06,509.95,37.6794,24.1635,44.7617,1.0937,145.1616,137.28,21.27,264.5797,265.2794,265.4793,265.4852,265.9792,266.4006,267.2455,267.4657,268.3283,0.0058,0.4212,0.22,0,NA,2 return
cp,4,1,M,S,3,36,42,1,1,0,0,1,0,0,5,5,630.47,547.75,602.71,538.63,-27.7605,-9.1139,29.2183,1.2159,185.7185,163.2467,21.27,272.8269,273.5265,273.7266,273.7325,NA,NA,NA,NA,274.2596,0.0058,NA,NA,0,NA,0
cp,4,1,M,S,3,37,43,3,4,3,1,4,3,13,5,1,632.85,542.98,654.16,579.92,21.3134,36.9414,42.6489,0.9186,183.2471,225.6696,21.27,278.8914,279.5745,279.7746,279.7834,280.2744,280.4954,281.3406,281.5918,282.4569,0.0086,0.2208,0.2511,0,NA,2
cp,4,1,M,S,3,38,44,3,2,1,3,4,3,14,5,7,625.7,492.94,594.59,534.84,-31.1076,41.9048,52.189,0.7969,162.7503,213.2567,21.27,286.7892,287.5054,287.7053,287.7111,288.2051,288.4089,289.2546,289.4966,290.3711,0.0057,0.2036,0.2418,0,NA,2
cp,4,1,M,S,3,39,45,3,2,4,2,5,1,43,5,5,637.62,509.62,622.8,528.77,-14.8161,19.1487,24.2114,0.7888,164.4361,140.3852,21.27,294.5696,295.3361,295.5362,295.5421,296.0359,296.2424,297.0856,297.2899,298.1519,0.0058,0.2064,0.2042,0,NA,2 return
cp,4,1,M,S,3,40,46,2,1,2,0,3,2,2,5,6,640,483.4,622.27,476.68,-17.7305,-6.719,18.9609,1.1926,185.7271,180.7712,21.27,302.3504,303.0501,303.2502,303.2559,303.75,304.0141,NA,NA,304.8828,0.0055,0.2639,NA,0,NA,1
cp,4,1,M,S,4,1,1,3,2,1,3,4,3,14,5,7,659.06,478.64,643.31,544.51,-15.7524,65.8753,67.7325,0.8312,127.7298,186.77440000000001,21.27,2.0495,2.7327,2.9324,2.9548,3.4489,3.6446,4.4986,4.7025,5.5649,0.0223,0.1955,0.2037,0,NA,2
cp,4,1,M,S,4,2,2,2,2,4,0,2,1,4,5,8,630.47,535.83,626.16,562.25,-4.3035,26.4228,26.7709,1.0474,156.0841,145.8686,21.27,9.6802,10.4301,10.63,10.636,11.1297,11.3148,NA,NA,12.1795,0.0058,0.1849,NA,0,NA,1
cp,4,1,M,S,4,3,3,2,4,2,0,2,1,3,5,2,625.7,535.83,641.71,551.98,16.0057,16.1493,22.7373,1.2595,137.6049,140.466,21.27,16.5113,17.2112,17.4111,17.417,17.911,18.1244,NA,NA,18.994,0.0057,0.2133,NA,0,NA,1
cp,4,1,M,S,4,4,4,3,3,4,3,5,2,21,5,5,675.75,521.53,674.68,511.6,-1.0709,-9.9309,9.9885,0.8312,149.3379,141.6889,21.27,23.5423,24.2255,24.4255,24.4324,24.9253,25.3422,26.1914,26.4422,27.3078,0.0067,0.4167,0.2506,0,NA,2 return
cp,4,1,M,S,4,5,5,1,2,0,0,1,0,0,5,5,635.23,485.79,605.18,515.01,-30.0541,29.2221,41.9187,1.0859,180.899,139.479,21.27,31.4397,32.2727,32.4728,32.4788,NA,NA,NA,NA,32.9894,0.0058,NA,NA,0,NA,0
cp,4,1,M,S,4,6,6,1,3,0,0,1,0,0,5,5,609.02,492.94,623.51,488.83,14.4922,-4.1031,15.0618,1.1765,176.4129,162.1218,21.27,37.3711,38.0541,38.2542,38.2601,NA,NA,NA,NA,38.7706,0.0057,NA,NA,0,NA,0
cp,4,1,M,S,4,7,7,3,3,4,2,4,3,23,5,3,606.64,485.79,583.7,471.5,-22.9372,-14.2896,27.0242,0.658,164.8211,167.8257,21.27,43.2358,43.9024,44.1022,44.1088,44.6022,44.8434,45.6851,45.9268,46.7848,0.0065,0.2411,0.2415,0,NA,2
cp,4,1,M,S,4,8,8,2,1,3,0,2,1,4,5,8,618.55,514.38,594.31,515.49,-24.2395,1.1091,24.2648,1.0262,181.7534,201.3992,21.27,50.7335,51.4665,51.6664,51.6722,52.1664,52.3764,NA,NA,53.2493,0.0057,0.2099,NA,0,NA,1
cp,4,1,M,S,4,9,9,3,4,2,1,4,3,31,5,1,654.3,478.64,706.37,553.64,52.0724,75.0042,91.3081,0.8545,154.6379,241.4116,21.27,57.5811,58.331,58.5309,58.537,59.0307,59.2354,60.0804,60.5208,61.38,0.0059,0.2045,0.4402,0,NA,2
cp,4,1,M,S,4,10,10,1,1,0,0,1,0,0,5,5,656.68,488.17,641.28,484.25,-15.4045,-3.9228,15.8961,1.0295,161.9008,147.1191,21.27,65.5451,66.2282,66.4283,66.434,NA,NA,NA,NA,66.9448,0.0056,NA,NA,0,NA,0
cp,4,1,M,S,4,11,11,3,2,4,2,5,1,43,5,5,661.45,504.85,663.33,515.49,1.8801,10.6415,10.8063,0.8502,184.8996,179.4328,21.27,71.2767,71.9765,72.1763,72.1835,72.6763,72.9014,73.7426,73.9557,74.8255,0.0069,0.2249,0.213,0,NA,2 return
cp,4,1,M,S,4,12,13,1,4,0,0,1,0,0,5,5,628.08,481.02,624.73,505.39,-3.3501,24.375,24.6042,1.2318,195.1998,179.971,21.27,82.9061,83.7058,83.9058,83.9133,NA,NA,NA,NA,84.4225,0.0074,NA,NA,0,NA,0
cp,4,1,M,S,4,13,14,3,4,2,4,5,1,34,5,5,632.85,476.25,678.06,490.75,45.2118,14.4967,47.4791,1.0856,195.7808,158.1749,21.27,88.9874,89.6705,89.8705,89.8762,90.3703,90.5719,91.4201,91.5988,92.4696,0.0056,0.2015,0.1786,0,NA,2 return
cp,4,1,M,S,4,14,15,3,1,3,4,4,3,42,5,9,647.15,492.94,616.77,445.16,-30.3837,-47.7788,56.6214,1.0367,173.8184,230.1714,21.27,96.885,97.568,97.7681,97.7773,98.2679,98.5405,99.3841,99.7722,100.6337,0.0089,0.2724,0.3879,0,NA,2
cp,4,1,M,S,4,15,16,3,1,2,4,4,3,24,5,9,656.68,547.75,663.61,535.57,6.9276,-12.1764,14.0091,0.9604,128.0407,131.0405,21.27,104.9989,105.6986,105.8985,105.9056,106.3983,106.6481,107.4981,107.7355,108.5979,0.0069,0.2497,0.2372,0,NA,2
cp,4,1,M,S,4,16,17,3,3,1,2,4,3,32,5,3,618.55,526.3,651.43,528.77,32.8738,2.4669,32.9662,0.9046,139.2167,161.858,21.27,112.8796,113.596,113.796,113.8018,114.296,114.5009,115.3455,115.5858,116.4453,0.0056,0.2048,0.2401,0,NA,2
cp,4,1,M,S,4,17,18,2,2,1,0,3,2,1,5,4,637.62,547.75,588.95,554.5,-48.6677,6.7572,49.1345,1.27,189.9168,171.6203,21.27,120.6771,121.3601,121.5602,121.5664,122.06,122.2787,NA,NA,123.1428,0.006,0.2186,NA,0,NA,1
cp,4,1,M,S,4,18,19,2,1,3,0,2,1,4,5,8,604.25,481.02,606.6,492.73,2.3483,11.7149,11.9479,1.3629,174.2804,178.3266,21.27,127.7582,128.4411,128.6411,128.6468,129.141,129.3571,NA,NA,130.2241,0.0056,0.216,NA,0,NA,1
cp,4,1,M,S,4,19,20,2,3,1,0,2,1,3,5,2,611.4,488.17,653.34,494.37,41.9411,6.2022,42.3972,1.0346,127.3736,162.8509,21.27,134.9223,135.5554,135.7555,135.7614,136.2552,136.4585,NA,NA,137.3217,0.0057,0.2031,NA,0,NA,1
cp,4,1,M,S,4,20,23,1,4,0,0,1,0,0,5,5,666.21,481.02,677.3,514.17,11.0904,33.1524,34.9582,1.4905,172.5775,138.7299,21.27,150.6506,151.3171,151.517,151.5227,NA,NA,NA,NA,152.0334,0.0056,NA,NA,0,NA,0
cp,4,1,M,S,4,21,25,3,3,1,3,5,1,34,5,5,673.36,476.25,676.8,484.3,3.4372,8.0514,8.7544,0.8405,115.5455,118.9703,21.27,159.6808,160.3807,160.5807,160.5865,161.0805,161.2971,162.147,162.3586,163.2299,0.0056,0.2164,0.2115,0,NA,2 return
cp,4,1,M,S,4,22,26,2,2,4,0,2,1,4,5,8,647.15,509.62,619.79,523.21,-27.3564,13.598,30.5496,1.0435,161.1724,172.1995,21.27,167.4283,168.1616,168.3615,168.3674,168.8613,169.0626,NA,NA,169.9277,0.0058,0.2011,NA,0,NA,1
cp,4,1,M,S,4,23,27,2,3,1,0,2,1,3,5,2,630.47,483.4,642.62,518.32,12.1575,34.9177,36.9736,0.8432,138.0993,170.7469,21.27,174.3262,174.9925,175.1924,175.1982,175.6926,175.9084,NA,NA,176.7754,0.0056,0.2157,NA,0,NA,1
cp,4,1,M,S,4,24,28,2,3,4,0,3,2,2,5,6,632.85,531.06,652.03,522.07,19.1806,-8.9907,21.1832,1.1722,157.0736,148.7771,21.27,180.9739,181.6236,181.8235,181.8292,182.3236,182.9378,NA,NA,183.8063,0.0056,0.614,NA,0,NA,1
cp,4,1,M,S,4,25,29,1,2,0,0,1,0,0,5,5,659.06,531.06,645.28,550.68,-13.7876,19.6109,23.9726,1.0298,166.5978,144.1751,21.27,188.3382,189.1878,189.3878,189.3935,NA,NA,NA,NA,189.9042,0.0055,NA,NA,0,NA,0
cp,4,1,M,S,4,26,30,3,4,3,1,4,3,13,5,1,637.62,523.92,659.02,533.8,21.4066,9.8852,23.5788,0.9096,171.4405,193.2787,21.27,194.2863,195.0192,195.2192,195.2249,195.7193,195.9492,196.8021,197.0673,197.9351,0.0056,0.2298,0.2651,0,NA,2
cp,4,1,M,S,4,27,31,3,1,2,1,5,2,21,5,5,635.23,485.79,625.66,495.96,-9.5736,10.1791,13.9738,0.8825,143.2999,142.9283,21.27,202.2168,202.8834,203.0832,203.0889,203.5832,203.9827,204.833,205.0327,205.8991,0.0055,0.3994,0.1996,0,NA,2 return
cp,4,1,M,S,4,28,32,2,4,3,0,3,2,1,5,4,642.38,528.68,672.08,543.48,29.6989,14.7948,33.18,1.1963,175.0322,170.021,21.27,210.1645,210.8473,211.0472,211.0555,211.5472,211.7826,NA,NA,212.6468,0.008,0.2352,NA,0,NA,1
cp,4,1,M,S,4,29,33,3,1,3,1,5,1,43,5,5,613.79,547.75,593.81,509.55,-19.9771,-38.1959,43.1047,0.9154,176.6612,133.6362,21.27,217.21190000000001,217.895,218.0951,218.1008,218.5951,218.8135,219.6611,219.8686,220.7276,0.0055,0.2182,0.2074,0,NA,2 return
cp,4,1,M,S,4,30,34,2,3,4,0,3,2,2,5,6,663.83,521.53,687.74,514.87,23.911,-6.6653,24.8226,1.1401,141.1725,132.4719,21.27,225.0261,225.7592,225.9592,225.9649,226.4591,226.7703,NA,NA,227.6419,0.0055,0.3111,NA,0,NA,1
cp,4,1,M,S,4,31,35,3,2,1,2,5,2,12,5,5,647.15,516.77,634.35,514.03,-12.7978,-2.735,13.0868,0.7196,166.3003,158.9918,21.27,232.1737,232.8734,233.0734,233.0821,233.5732,233.8822,234.7231,234.9554,235.8226,0.0084,0.3089,0.2321,0,NA,2 return
cp,4,1,M,S,4,32,36,2,1,2,0,3,2,2,5,6,632.85,533.45,621.49,523.46,-11.3585,-9.9871,15.1247,1.1816,144.5343,143.2972,21.27,239.9377,240.6377,240.8376,240.8433,241.3373,241.6408,NA,NA,242.5037,0.0056,0.3032,NA,0,NA,1
cp,4,1,M,S,4,33,37,2,4,3,0,3,2,1,5,4,651.92,538.21,655.85,561.93,3.9321,23.7193,24.043,1.0574,176.5828,194.158,21.27,247.0855,247.8688,248.0687,248.0744,248.5684,248.8087,NA,NA,249.668,0.0055,0.2401,NA,0,NA,1
cp,4,1,M,S,4,34,40,3,4,3,4,5,2,12,5,5,649.53,542.98,647.17,536.79,-2.3606,-6.1875,6.6225,0.9727,136.5991,142.3454,21.27,266.6125,267.3289,267.5288,267.5347,268.0286,268.2521,269.095,269.2905,270.1613,0.0057,0.2233,0.1954,0,NA,2 return
cp,4,1,M,S,4,35,41,1,3,0,0,1,0,0,5,5,644.77,478.64,663.18,481.48,18.4135,2.848,18.6324,1.0623,138.9194,126.5396,21.27,274.5433,275.2428,275.4427,275.4486,NA,NA,NA,NA,275.9593,0.0057,NA,NA,0,NA,0
cp,4,1,M,S,4,36,42,2,2,1,0,3,2,1,5,4,654.3,538.21,625.58,557.2,-28.7206,18.9811,34.426,1.0546,193.2324,190.8751,21.27,280.4247,281.2242,281.4241,281.4298,281.924,282.1582,NA,NA,283.0238,0.0056,0.2341,NA,0,NA,1
cp,4,1,M,S,4,37,43,3,2,4,3,4,3,41,5,7,663.83,533.45,620.26,551.48,-43.5694,18.0285,47.1521,0.7804,165.8365,206.7445,21.27,287.4888,288.3553,288.5551,288.5626,289.0551,289.265,290.1048,290.3967,291.2545,0.0072,0.2098,0.2918,0,NA,2
cp,4,1,M,S,4,38,44,2,1,2,0,3,2,2,5,6,609.02,531.06,602.1,525.95,-6.9219,-5.1157,8.6071,0.9399,129.289,128.855,21.27,295.4529,296.1194,296.3194,296.3252,296.8191,297.053,NA,NA,297.9188,0.0057,0.2338,NA,0,NA,1
cp,4,1,M,S,4,39,46,2,4,2,0,2,1,3,5,2,618.55,481.02,604.53,487.85,-14.0246,6.8281,15.5985,1.1687,175.1113,161.9802,21.27,304.8666,305.6163,305.8161,305.8231,306.3159,306.524,NA,NA,307.3823,0.0068,0.2079,NA,0,NA,1
cp,4,1,M,S,4,40,47,1,1,0,0,1,0,0,5,5,668.6,545.36,646.2,518.03,-22.4021,-27.3324,35.3399,1.0471,208.2419,173.0471,21.27,311.9807,312.6638,312.8639,312.8697,NA,NA,NA,NA,313.3805,0.0057,NA,NA,0,NA,0
cp,4,1,M,S,5,1,1,2,2,1,0,3,2,1,5,4,651.92,500.08,654.51,538.74,2.5961,38.6578,38.7448,0.7484,165.263,193.7656,21.27,2.0493,2.7158,2.9157,2.9216,3.4156,3.6329,NA,NA,4.4985,0.0057,0.2171,NA,0,NA,1
cp,4,1,M,S,5,2,2,3,1,2,4,4,3,24,5,9,675.75,514.38,626.59,470.6,-49.153,-43.7816,65.8243,0.8263,139.4498,204.1163,21.27,8.5305,9.2303,9.4303,9.4361,9.9301,10.1328,10.9796,11.1888,12.0461,0.0057,0.2025,0.209,0,NA,2
cp,4,1,M,S,5,3,3,3,3,1,2,4,3,32,5,3,625.7,476.25,641.3,494.96,15.5956,18.7037,24.3527,0.8465,183.0213,177.719,21.27,16.1446,16.861,17.061,17.0667,17.5609,17.7586,18.6104,18.9329,19.7935,0.0056,0.1976,0.3223,0,NA,2
cp,4,1,M,S,5,4,4,3,2,1,2,5,2,12,5,5,609.02,533.45,586.44,511.01,-22.582,-22.4402,31.8357,1.0249,127.5073,132.9484,21.27,23.9253,24.6084,24.8083,24.8169,25.3082,25.5428,26.3912,26.6001,27.4575,0.0083,0.2344,0.2087,0,NA,2 return
cp,4,1,M,S,5,5,5,3,4,3,4,5,2,12,5,5,647.15,526.3,641.44,540.61,-5.7118,14.3107,15.4085,0.835,149.3212,144.4389,21.27,31.7727,32.4892,32.6891,32.6977,33.1889,33.5164,34.3552,34.595,35.4548,0.0083,0.3274,0.2397,0,NA,2 return
cp,4,1,M,S,5,6,6,3,4,3,1,4,3,13,5,1,668.6,492.94,682.89,566.16,14.2933,73.2212,74.6032,1.1193,174.4289,233.1602,21.27,39.6035,40.2699,40.47,40.4764,40.9698,41.1906,42.0361,42.2777,43.1525,0.0062,0.2206,0.2414,0,NA,2
cp,4,1,M,S,5,7,7,2,3,4,0,3,2,2,5,6,661.45,523.92,652.99,467.44,-8.4597,-56.4781,57.1081,0.9424,140.9712,191.1109,21.27,47.5675,48.2507,48.4506,48.4563,48.9504,49.3469,NA,NA,50.2167,0.0055,0.3963,NA,0,NA,1
cp,4,1,M,S,5,8,8,2,4,3,0,3,2,1,5,4,673.36,535.83,698.03,553.34,24.6676,17.5048,30.2475,0.9049,162.7656,167.9956,21.27,54.6487,55.3316,55.5316,55.5373,56.0316,56.2668,NA,NA,57.1312,0.0056,0.2351,NA,0,NA,1
cp,4,1,M,S,5,9,9,1,3,0,0,1,0,0,5,5,666.21,528.68,673.02,550.19,6.8092,21.5057,22.5579,1.0594,160.5524,175.4348,21.27,61.3463,62.0461,62.247,62.2588,NA,NA,NA,NA,62.7795,0.0116,NA,NA,0,NA,0
cp,4,1,M,S,5,10,11,3,2,1,3,4,3,14,5,7,642.38,521.53,630.2,585.68,-12.18,64.1433,65.2895,1.0466,169.6663,227.9458,21.27,69.7269,70.41,70.6099,70.6169,71.1098,71.338,72.193,72.4273,73.2924,0.0068,0.228,0.2341,0,NA,2
cp,4,1,M,S,5,11,12,2,2,4,0,2,1,4,5,8,673.36,516.77,645.68,540.02,-27.68,23.2572,36.1536,1.1821,138.9194,141.4519,21.27,77.6411,78.2907,78.4907,78.4997,78.9904,79.2068,NA,NA,80.0735,0.0088,0.2161,NA,0,NA,1
cp,4,1,M,S,5,12,13,2,4,3,0,3,2,1,5,4,642.38,540.6,652.64,573.04,10.2614,32.4417,34.0259,1.0351,184.2448,205.3417,21.27,84.6386,85.405,85.605,85.6126,86.1048,86.3492,NA,NA,87.2211,0.0074,0.2443,NA,0,NA,1
cp,4,1,M,S,5,13,15,3,3,1,3,5,1,34,5,5,620.94,521.53,653.12,517.54,32.186,-3.9973,32.4333,0.9804,184.746,159.5837,21.27,95.7517,96.4347,96.6347,96.6436,97.1347,97.3383,98.1842,98.4046,99.2672,0.0087,0.2034,0.2202,0,NA,2 return
cp,4,1,M,S,5,14,16,3,3,4,3,5,2,21,5,5,651.92,492.94,673.04,518.14,21.1235,25.2016,32.8835,0.9221,142.5847,147.9945,21.27,103.5658,104.2325,104.4321,104.4397,104.9319,105.2781,106.1148,106.3376,107.1979,0.0073,0.346,0.2225,0,NA,2 return
cp,4,1,M,S,5,15,17,3,1,3,4,4,3,42,5,9,670.98,542.98,641.62,537.14,-29.3633,-5.8399,29.9384,1.1961,120.5886,146.4288,21.27,111.4465,112.1801,112.3795,112.3888,112.8974,113.1037,113.9627,114.3214,115.1953,0.0091,0.2061,0.3585,0,NA,2
cp,4,1,M,S,5,16,21,1,1,0,0,1,0,0,5,5,628.08,528.68,629.74,482.3,1.6578,-46.3771,46.4067,1.0171,168.9861,136.8425,21.27,131.3899,132.0564,132.2564,132.2643,NA,NA,NA,NA,132.7896,0.0078,NA,NA,0,NA,0
cp,4,1,M,S,5,17,23,2,3,4,0,3,2,2,5,6,649.53,497.7,657.67,464.56,8.1355,-33.1427,34.1266,0.9481,168.616,191.0838,21.27,139.7042,140.4204,140.6202,140.626,141.1202,141.3593,NA,NA,142.2199,0.0056,0.239,NA,0,NA,1
cp,4,1,M,S,5,18,24,3,2,4,2,5,1,43,5,5,668.6,519.15,651.77,518.05,-16.8239,-1.1025,16.86,0.9342,181.338,168.9215,21.27,146.5016,147.1514,147.3514,147.3574,147.8512,148.1981,149.051,149.2713,150.1339,0.0059,0.3466,0.2201,0,NA,2 return
cp,4,1,M,S,5,19,25,1,4,0,0,1,0,0,5,5,635.23,547.75,626.34,550.84,-8.89,3.0931,9.4128,1.1112,145.3461,151.2209,21.27,154.4158,155.1655,155.3654,155.3718,NA,NA,NA,NA,155.8821,0.0063,NA,NA,0,NA,0
cp,4,1,M,S,5,20,26,1,4,0,0,1,0,0,5,5,647.15,535.83,664.62,543.69,17.4757,7.8603,19.162,1.0757,142.9825,124.6801,21.27,160.3306,161.1468,161.3471,161.3539,NA,NA,NA,NA,161.8634,0.0067,NA,NA,0,NA,0
cp,4,1,M,S,5,21,27,2,3,1,0,2,1,3,5,2,649.53,509.62,678.68,510.44,29.1511,0.8206,29.1627,1.0301,169.6663,192.7625,21.27,166.2786,166.9615,167.1617,167.1676,167.6614,167.871,NA,NA,168.7446,0.0058,0.2095,NA,0,NA,1
cp,4,1,M,S,5,22,28,2,2,4,0,2,1,4,5,8,659.06,531.06,631.43,549.9,-27.6352,18.8335,33.4426,0.9357,137.4397,147.3732,21.27,173.1097,173.7928,173.9926,174.002,174.4923,174.6987,NA,NA,175.5589,0.0092,0.2063,NA,0,NA,1
cp,4,1,M,S,5,23,29,2,1,2,0,3,2,2,5,6,635.23,502.47,620.45,479.91,-14.7806,-22.5613,26.971800000000002,1.0406,168.0762,177.0794,21.27,179.8406,180.5071,180.707,180.7156,181.2069,181.573,NA,NA,182.4399,0.0084,0.3659,NA,0,NA,1
cp,4,1,M,S,5,24,30,1,3,0,0,1,0,0,5,5,613.79,538.21,645.11,532.81,31.3275,-5.4057,31.7905,1.0465,201.4742,176.4545,21.27,186.9052,187.5883,187.7881,187.7938,NA,NA,NA,NA,188.3047,0.0056,NA,NA,0,NA,0
cp,4,1,M,S,5,25,31,3,1,3,1,5,1,43,5,5,618.55,485.79,633.21,477.3,14.659,-8.4889,16.9395,0.9844,130.7427,136.4969,21.27,192.6866,193.3697,193.5695,193.5753,194.0693,194.2537,195.1023,195.3237,196.1853,0.0056,0.1842,0.2212,0,NA,2 return
cp,4,1,M,S,5,26,32,3,4,2,4,5,1,34,5,5,644.77,509.62,659.93,531.97,15.1674,22.3558,27.0154,0.8008,162.795,136.1836,21.27,200.5172,201.2004,201.4002,201.4098,201.9003,202.104,202.9497,203.1674,204.0328,0.0093,0.2036,0.2175,0,NA,2 return
cp,4,1,M,S,5,27,33,3,3,4,2,4,3,23,5,3,625.7,526.3,630.84,476.11,5.1385,-50.1854,50.4478,0.7259,144.1802,186.0472,21.27,208.1981,208.8813,209.0812,209.0871,209.581,209.8115,210.6641,210.8854,211.7636,0.0058,0.2304,0.221,0,NA,2
cp,4,1,M,S,5,28,35,3,4,2,1,4,3,31,5,1,661.45,504.85,663.15,526.11,1.7004,21.2626,21.3305,1.0606,175.68,190.8566,21.27,220.0441,220.7107,220.9106,220.9164,221.4103,221.6288,222.4766,222.7981,223.6598,0.0057,0.2182,0.3213,0,NA,2
cp,4,1,M,S,5,29,36,2,1,3,0,2,1,4,5,8,609.02,528.68,575.43,518.92,-33.5898,-9.7599,34.979,1.1952,198.3618,218.7852,21.27,228.1248,228.8079,229.0078,229.0165,229.508,229.7403,NA,NA,230.6073,0.0085,0.2321,NA,0,NA,1
cp,4,1,M,S,5,30,37,2,4,2,0,2,1,3,5,2,647.15,476.25,652.08,497.83,4.9327,21.5787,22.1354,1.0053,195.7808,182.9691,21.27,235.156,235.8389,236.0388,236.0446,236.5387,236.7474,NA,NA,237.6052,0.0057,0.2086,NA,0,NA,1
cp,4,1,M,S,5,31,38,2,1,3,0,2,1,4,5,8,673.36,488.17,647.6,480.71,-25.762,-7.4618,26.8209,0.8483,124.1419,137.9202,21.27,242.0205,242.7366,242.9366,242.9429,243.4364,243.6374,NA,NA,244.5027,0.0062,0.2008,NA,0,NA,1
cp,4,1,M,S,5,32,39,3,1,2,1,5,2,21,5,5,637.62,509.62,611.08,501.29,-26.5349,-8.3278,27.811,0.892,161.0314,136.9861,21.27,248.7513,249.4348,249.6346,249.6404,250.1344,250.3704,251.2173,251.4413,252.317,0.0057,0.2359,0.2239,0,NA,2 return
cp,4,1,M,S,5,33,40,3,2,4,3,4,3,41,5,7,663.83,521.53,616.32,540.51,-47.5108,18.9793,51.1614,0.6337,156.0841,201.3355,21.27,256.5821,257.2485,257.4486,257.4544,257.9483,258.1403,258.9815,259.2036,260.0643,0.0056,0.1919,0.2219,0,NA,2
cp,4,1,M,S,5,34,41,1,1,0,0,1,0,0,5,5,616.17,533.45,608.61,538.72,-7.5595,5.2707,9.2155,0.9198,165.8365,166.2557,21.27,264.1296,264.8129,265.0128,265.0187,NA,NA,NA,NA,265.5458,0.0058,NA,NA,0,NA,0
cp,4,1,M,S,5,35,43,2,1,2,0,3,2,2,5,6,632.85,481.02,593.77,472.56,-39.085,-8.4609,39.9903,1.0879,183.2471,170.7096,21.27,273.8431,274.5764,274.7763,274.7827,275.2761,275.6757,NA,NA,276.5422,0.0063,0.3994,NA,0,NA,1
cp,4,1,M,S,5,36,44,1,2,0,0,1,0,0,5,5,628.08,500.08,612.57,507.81,-15.518,7.7242,17.3341,0.9563,165.263,149.6472,21.27,281.0242,281.7739,281.9739,281.9801,NA,NA,NA,NA,282.4902,0.006,NA,NA,0,NA,0
cp,4,1,M,S,5,37,46,2,2,1,0,3,2,1,5,4,628.08,504.85,626.05,551.54,-2.0376,46.6923,46.7367,0.8314,150.9583,186.3755,21.27,290.1712,290.9041,291.1042,291.2293,291.7205,291.9425,NA,NA,292.8037,0.1248,0.2218,NA,0,NA,1
